text,label
"@AdaptToReality @batchelorshow Keep in mind ""Unconfirmed"" Rumours...I stated nothing. But I am on the edge of my seat awaiting a call",disagreed
@AdaptToReality @batchelorshow Yeah they are waiting on Press Conference to start ...,agreed
@ShaunyNews @batchelorshow Any link to live stream of Press Conference?,disagreed
"@TAW3333 Emm I never, I tagged the user. Not my video's Grace. I am ""ShaunyNews"" I share news. I am just sharing what I am being sent.",agreed
@maNkomo16 @Scofield_Fx Mazaltov!  They could call the baby Ukrainia.,agreed
Banksy gets it right. “@juliamacfarlane: #Banksy's take on #CharlieHebdo. #JeSuisCharlie #NousSommesCharlie http://t.co/Y51AAQ6DRm”,agreed
@AP Locate more photograph here! http://t.co/6KRxOLohFk,agreed
“@AP: Official: gunman holding at least 5 hostages in Paris market has threatened to kill them if police approach: http://t.co/JzQ9hzY9nL”,agreed
"@AP
This is unbelievable!!! Complete failure of intelligence and security agencies!
Did France become too liberal with the terrorists?",disagreed
MT @JulienPain French police publish photos of suspect in Montrouge shooting. Maybe the same people in Kosher market http://t.co/zTAb4EfhXw,agreed
"#AlQaedaYemen
#CharlieHebdo connexion; policewoman; market
@JulienPain: Police: Suspects Thurs Montrouge shooting
http://t.co/C07IHyK817",agreed
@RT_com found similar by @hempembassy here:~ http://t.co/5e0AXpCueV entitled: 'Police raid cannabis crops',disagreed
"Dua belas.

RT @thei100: Charlie Hebdo shooting latest: 12 dead and gunmen still at large http://t.co/cFgVbBURhI http://t.co/cuY6pMdzBC",agreed
paris terrorist attack “@thei100: Charlie Hebdo shooting latest:12 dead&amp;gunmen still at large http://t.co/eA4cESRDN1 http://t.co/FfdTL3FJFC”,agreed
@WilliamDFoster9 @thei100 @Independent don't.,disagreed
@cnni these mother fucker do not represent Muslims,disagreed
@cnni Don't they have those machines that shoot loud focused waves at people to get them to submit?,disagreed
Hostage-taker at Paris store demands release of #Kouachis police union spoke says. http://t.co/NPqmVKHczO http://t.co/Lh6eA43Ej3 via @cnni,agreed
"@DAVIDMDRAIMAN @marrty96 agreed, its convenient they forgot to mention that detail.",agreed
@France24_en @slone Great job!!,agreed
@CzechTV “@France24_en: #BREAKING : Both Charlie Hebdo suspects killed as police storm building (police sources) http://t.co/Oyo6wmpcps http,agreed
@France24_en: Both Charlie Hebdo suspects killed as police storm building (police sources) http://t.co/wuPIIjroD0 http://t.co/idX9V3plft #FB,agreed
@France24_en @JulianeMeyerK bad. They should have been captured alive for a proper trial.,agreed
"@ensowi @France24_en Yes, but think it was too dangerous.",agreed
"https://t.co/zJWg3ykgQG
@abc",agreed
"#PrayForParis “@ABC: Breaking: Two hostage situations in France are linked, Paris prosecutor says”",agreed
@ABC @VeraSweeney Can you please identify how LONG these have been ON? it is about 4p in that area. HOW MANY HOURS ON?,disagreed
"@ABC Of course they are, fear is best sold in bundles!",agreed
@Cultiv8Hope @ABC @VeraSweeney the 1st has been on for 7h30 and the second for 4hrs,agreed
@SkyNews why have these worthless pricks not been taken out yet ?,disagreed
"""@SkyNews: The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/tsAnzcpItl #Thieves",agreed
"“@AFPphoto: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/6tu1DRAVmm”

Liberi!",agreed
RT @AFPphoto: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/XSNm5TUn3V,agreed
“@AFPphoto: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/ffayD6vc5r”,agreed
"RT""@AFPphoto: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/eBR3ZMcM7p”",agreed
“@AFPphoto: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/iKQksrAvMm”,disagreed
“@AFPphoto: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/z2yuUHveDt”,agreed
“@AFPphoto: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/QYfLp374Fm” #Vincennes,agreed
"🙏 RT ""@AFPphoto: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/LmXTnWzYdP”",agreed
Deep RT @AFPphoto Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/wFKeSggype,agreed
“@AFPphoto: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/h2cDsQtoaq” second terrorist dead,agreed
MOOI. “@AFPphoto: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/tk58wu3PWQ”,agreed
“@AFPphoto: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/SPgzDvd2kW”,agreed
"“@AFPphoto: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/XOv27tMJ3t”

Schaut genau hin!",agreed
“@AFPphoto: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/54e6SWd1lJ”,agreed
“@AFPphoto: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/7PHQiqijud”RT,agreed
PIC RT: “@AFPphoto: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/TMq5HzsD8u”,agreed
Reféns sendo liberados RT @AFPphoto: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/Ug4FFkJAIE”,agreed
“@ABC: French police: Said Kouachi and Cherif Kouachi wanted in Paris terror attack: the face of cowards,agreed
“@ABC: French police: Said Kouachi and Cherif Kouachi wanted in Paris terror attack: http://t.co/23BDQCtwKF http://t.co/frcpBYLfxH”catch him,disagreed
"@ABC God's miracles are just inexplicable,who had imagined an executioner would leave his identity card at the crime scene",agreed
@Independent How dreadful.,agreed
"Nowhere is safe anymore? ""@independent",agreed
"“@USATODAY: 12 now confirmed dead in #CharlieHebdo attack in Paris, @AP is reporting. Story: http://t.co/m7vX571QiQ (AP) Islam as usual.",agreed
@USATODAY the drawer Cabu was killed during the attack,agreed
"“@USATODAY: 12 now confirmed dead in #CharlieHebdo attack in Paris, @AP is reporting: http://t.co/12N9CSHS8k (AP) http://t.co/oAxuw70c9e”",agreed
"@USATODAY @GovtsTheProblem @AP And Francistan will just roll over and do nothing. French Jews, get out while you can!",agreed
"@USATODAY @AP in deaths, there are 4 of more french illustrators! cabu, wolinsky, charb and tignous",disagreed
@USATODAY @12News @AP This is not about political correctness. These medieval assholes want to destroy fee speech &amp; western values: War.,disagreed
@USATODAY @AP :( #justice,disagreed
"@USATODAY @AP
 US Citizens!!
2015:Fbruary 5. health insurance deadline
ObamaCare Register and
Go to the hospital to get sick,your health!!",disagreed
"@USATODAY @AP
* US Citizens!!
2015:Fbruary 5. health insurance deadline
ObamaCare Register and
Go to the hospital to get sick,your health!!",disagreed
@USATODAY @AP Why Muslims killed Non-muslims ? Why Muslims are not afraid of Mighty God? Why god of muslims is cruel and say Kill Infidel?,agreed
@NBCNews @MikeRodNews http://t.co/nfIrio6748,agreed
@NBCNews @TODAYshow Pencils as 9-11? All the cartoon responses are cartoonists as victims. Where's the defiance?,disagreed
@RT_com sounds like a sketch from family guy,agreed
@RT_com sure they did,agreed
@RT_com they screamed Allahu Akbar just like those who scream Novorossiya,disagreed
"@RT_com 
     ISLAMIC SCHOLARS SHOULD COME FORWARD TO END 'JIHAD' !
       IT IS INHUMAN &amp; WOULD DESTROY THE CREDIBILITY OF ISLAM !",agreed
"@RT_com Extremism and Terrorism has no place in Islam #ParisAttack https://t.co/CukDPguk0U 
http://t.co/0m0hV86weU",agreed
@RT_com Ppl use #religion as excuse to do violent acts. US invading #Iraq shows how much violence is naturally born into humans. #science,disagreed
"@WSJ 
#StopKillingInnocentPeople
#FreePalestine
#freeBurma
#FreeSyria 
#FreeKashmir
http://t.co/ggBNiIa9fq",agreed
“@WSJ: Breaking: Gunman at Paris store threatens to kill hostages if #CharlieHebdo suspects are harmed. http://t.co/4blh1gZURk”,agreed
@WSJ how would they know if they are harmed or not? Is there some kind of communication between the suspects?,disagreed
@WSJ @slone #Gunman had meeting with former president #Sarkozy in 2009 http://t.co/wZPuxpvqqq,agreed
“@WSJ: Breaking: Gunman at Paris store threatens to kill hostages if #CharlieHebdo suspects are harmed. http://t.co/nIq5BLGTDQ” smh,disagreed
“@WSJ: Breaking: Gunman at Paris store threatens to kill hostages if #CharlieHebdo suspects are harmed. http://t.co/nIq5BLGTDQ” smfh,agreed
"“@BBCBreaking #CharlieHebdo suspects ""prepared to die as martyrs"", they tell police after making contact. http://t.co/PUM8cYDXS0” Previsível",disagreed
@BBCBreaking They wont be martyrs.A martyr dies because of their religion.These rats will be dying because they murdered a muslim and others,agreed
@bradydan @BBCBreaking they would still be murderers I don't think anyone can consider this martyrdom,disagreed
"+1 | @tmpear : ""Most compelling image I've seen to come out of horrifying events in Paris, courtesy of Banksy. http://t.co/oiJGtPzm6O”",agreed
@tmpear @HenryEChang It is brilliant but it is not by Banksy its by @LucilleClerc,agreed
“@AFP: #BREAKING Charlie Hebdo gunmen's hostage freed and safe after police assault” Thank God,agreed
"“@AFP: #BREAKING Charlie Hebdo gunmen's hostage freed and safe after police assault”

Yes French police👊",disagreed
RT @AFP: #BREAKING Charlie Hebdo gunmen's hostage freed and safe after police assault #attack #paris #charliehebdo,agreed
#BREAKING Charlie Hebdo gunmen's hostage freed and safe after police assault @AFP #CharlieHebdo #ParisAttacks,agreed
BREAKING: Charlie Hebdo gunmen's hostage freed and safe after police assault via @AFP,agreed
"@FridhKleberg @AFP If so that hostage will be the person best able to give an insight into the attack, if the suspects were responsible...",disagreed
@Mohita8 Sí,agreed
@Callum_SR aw,disagreed
@BBCWorld did shooting not happen in paris,disagreed
"@BBCWorld 
#StopKillingInnocentPeople
#FreePalestine
#freeBurma
#freeSyria http://t.co/Jj9fFFiOiA",agreed
@BBCWorld #JeSuisCharlie NO. We are witness on how the world have let terrorist walk on our streets. Why they were out of Jail? The Media,disagreed
@BBCWorld My support. #JeSuisCharlie http://t.co/v6dBH9iBa6,agreed
@bloggi @BBCWhat a Fuck head u are,disagreed
@TIME 1 hostage / war zone in Dammartin http://t.co/paiKlpjKiF,agreed
"“@TIME: Paris Murder Suspects Cornered with Hostage
http://t.co/p0hSDtEUyG”arrest the criminals and rescue the hostages please",agreed
@BklynMiddleton rumors say hostages are 1 women and 4 childrens---,agreed
RT @BklynMiddleton: An 11-month old baby is among the hostages at the Kosher supermarket in #ParisAttack,agreed
@BklynMiddleton u r among the only journalists saying kosher market &amp; not calling it something generic. If it's kosher it was targeted. Thx,agreed
"@BklynMiddleton The pause button is broken and there is no rewind function.
It's terrifying when you think about it.",disagreed
@pptsapper Or the day you wonder why you didn't just study creative writing and adopt some nice cats in Vermont.... or something.,agreed
@BklynMiddleton can i borrow your universal mute button?,disagreed
@BklynMiddleton rather than being a 'lone-wolf copy-cat' the fact the attacker is so well-armed points to a far more worrying escalation.,disagreed
@PD28 @BklynMiddleton Hashtag #kosher shows lots of journalists are referring to it as a kosher supermarket.,disagreed
@NBCNews Media have surrounded this building. http://t.co/ZVk94YWTIJ,agreed
@NBCNews these the same Islamic Terrorists you  claimed were dead a couple days ago?,agreed
@kwjpn @NBCNews French taxes... But the French don't treat prisoners as well as we do,disagreed
@TopoC they are heroes to their followers no matter what. Don't give them a way to get out instructions to trigger future attacks.,agreed
Background see the French deep state.  @mjrharris,disagreed
"Siege: “@FRANCE24: #BREAKING : 1 dead, several injured in shootout North-East of Paris (@RTLFrance ) http://t.co/mJ6wGoOcHK #CharlieHebdo”",agreed
@WSJ Islam. That's the only story and background info you need. Islam. #CharlieHebdo,agreed
@WSJ I did not think the French knew what a gun was or how to use one. There arms expertise was on par with the Italians-experts at dropping,disagreed
Awful. RT @WSJ: At least 12 dead in the Paris shooting. http://t.co/GyWPr4HAcz #CharlieHebdo http://t.co/f3Own2ruhm,agreed
“@WSJ: At least 12 dead in the Paris shooting. Updated story and background info:http://t.co/O59EaY27PQ #CharlieHebdo http://t.co/4jD1ySoth8,agreed
@WSJ @HeyTammyBruce The Liberal leftist should be feeling as good as DeBlasio today over this.,disagreed
"@WSJ I condemn this cowardly attack carried out, attacking the hands are broken; asshole and ...",agreed
@WSJ omg!!!😣😪,agreed
“@cnnbrk: Police taking people out of #Paris grocery where hostages were being held. http://t.co/i1GC3QP9mc”,disagreed
@cnnbrk Thank goodness! Is it possible for this to end with no more innocent lives lost?,disagreed
“@cnnbrk: Police taking people out of #Paris grocery where hostages were being held. http://t.co/G7eoAAgr2J”,agreed
“@cnnbrk: Police taking people out of #Paris grocery where hostages were being held. http://t.co/9iGxZtbjo2,agreed
“@cnnbrk: Police taking people out of #Paris grocery where hostages were being held. http://t.co/oKpNmBXjKl”,agreed
“@cnnbrk: Police taking people out of #Paris grocery where hostages were being held. http://t.co/HVlVZdvCIi” watching the news.,agreed
@cnnbrk http://t.co/5ZjwU34D9N,agreed
“@cnnbrk: Police taking people out of #Paris grocery where hostages were being held. http://t.co/2UBRQFXup8” 🙏,agreed
@vega_shelly @cnnbrk fingers crossed,agreed
@Daroff 4 people reported dead of six hostages. Sounding worse . Thnx for updates &amp; links.,agreed
@FreekmaneJames *holds boom box to air and gets emosh with benji* PURPLE RAIN PURPLE RAINBNNN *insert hard electric guitar here*,disagreed
“@billboard: Secret Prince show rumored for Toronto tonight http://t.co/5Wvo9cdOkD” why does no one ever do secret shows in Ohio? 😔,agreed
“@billboard: Secret Prince show rumored for Toronto tonight http://t.co/03P4JFAC8R” @TheBruun,agreed
“@billboard: Secret Prince show rumored for Toronto tonight http://t.co/90Qxxfa6w7” Wishing this was NYC @pdubfunk,agreed
@Rachelle_JL I think it sold out in minus 4 minutes.,disagreed
"@LisaLaFlammeCTV yep, don't as me how I know, but yep",agreed
@LisaLaFlammeCTV @CTVToronto a suprise concert on Vancouver would be cool #cmonprince,agreed
@flavius217 @rui_xu How? They are giving info that the media asked for.,agreed
@flavius217 @rui_xu Are you saying they start at the end and don't explain why he was approached by cops?,disagreed
@spants @rui_xu @jlpauk @flavius217 to have the Supreme Court declare open season for cops on the population is a deliberate decision.,disagreed
@jlpauk @Tom_sveb @rui_xu @flavius217 What they did today was also a good way to taint the jury pool.,disagreed
@flavius217 @spants @Tom_sveb @rui_xu I don't understand the double standard of wanting all the info about the cop but Brown's past is safe.,agreed
"@spants @Tom_sveb @rui_xu @flavius217 Ok, so you get accounts from the community he lives in where people already have a distrust in police",disagreed
@Tom_sveb @spants @rui_xu @flavius217 That right there tells me you are going into this with an agenda.,disagreed
@Tom_sveb @spants @rui_xu @flavius217 Anybody who uses it at every opportunity falsely weakens the message.,agreed
"@spants @Tom_sveb @rui_xu @flavius217 You're making an assumption about something based on other peoples actions, that's my point.",disagreed
@jlpauk @spants @rui_xu @flavius217 then tell me the people of Ferguson haven't EARNED some distrust.,disagreed
@jlpauk @Tom_sveb @rui_xu @flavius217 You don't want to see what's happening? Fine. Keep being naive. Good day.,agreed
@jlpauk @spants @rui_xu @flavius217 autopsy report SPOILER alert: died from multiple gunshot wounds,agreed
@Tom_sveb @spants @rui_xu @flavius217 Was he shot in the chest or back? From 35' away or 3' away? Which wounds came first?,disagreed
@jlpauk @Tom_sveb @rui_xu @flavius217 What? No it isn't. There is definitely no justification for deadly force once he was running.,disagreed
@spants @Tom_sveb @rui_xu @flavius217 If he was shot in the chest how was he running away?,disagreed
"@jlpauk @spants @rui_xu @flavius217 in your world, it's cool to shoot unarmed people in the chest, but not the back? Or vice versa?",disagreed
"@jlpauk @Tom_sveb @rui_xu @flavius217 Yeah, I would totally expect a kid that's been shot to run away, get shot again, and decide to charge.",disagreed
@spants @Tom_sveb @rui_xu @flavius217 Has that info came out yet?,disagreed
"@jlpauk @spants @rui_xu @flavius217 confused how an unarmed person, charging, retreating, or standing still, is a threat to a cop 30' away",disagreed
@Tom_sveb @spants @rui_xu @flavius217 Did you see him stand 30' away and get shot? No. A few people who have a problem with cops did.,disagreed
"@flavius217 @Tom_sveb @spants @rui_xu I do, but do you have a basic understanding of the judicial system? Let's hear both sides then decide.",disagreed
"@jlpauk @Tom_sveb @spants @rui_xu dude, come on. This rogue cop apparently thought he was Judge Dredd and murdered an unarmed kid.",disagreed
@flavius217 @Tom_sveb @spants @rui_xu So no matter that evidence comes out during the investigation that's what you're going with?,agreed
@jlpauk @flavius217 @Tom_sveb @spants UNSUBSCRIBE,disagreed
@Tom_sveb @spants And there was a struggle inside the car. How do we know Brown didn't get the gun and fire the shot during the struggle?,agreed
"@Tom_sveb @flavius217 I blocked him, so you can leave me off the tweets. I won't see them, gives you more characters.",disagreed
"@jlpauk @spants @rui_xu @flavius217 they've systematically only released information that makes them look good, even info that might taint",agreed
@Tom_sveb @spants @rui_xu @flavius217 What other info do they have ready to release? All they have said is this is why we approached him.,disagreed
@jlpauk @Tom_sveb @rui_xu @flavius217 Why wasn't Dorian Johnson arrested if he was suspected of a robbery?,disagreed
@jlpauk @spants @rui_xu @flavius217 an investigative report on the shooting?,disagreed
@flavius217 Agree. Not worth the bullets whatsoever.,agreed
@flavius217 Perhaps they need to alter/improve their training.,agreed
@FortClank it sure did. A boon to my #brand,agreed
@PrisonPlanet @dollaranarch what about drone killing innocent bystanders that are near an alleged bad guy? We turn cheek No Twitter outrage,agreed
"@PrisonPlanet Not simply a title: Journalists, but CITIZENS, Paul. Everyday USA People/CITIZENS protesting Police MURDER/Subterfuge!  --GBJ",agreed
@PrisonPlanet minor looting? Didn't they burn down a store?,disagreed
@PrisonPlanet new bill Stop Militarizing Law Enforcement act drafted yesterday http://t.co/LSMWErCzbE,disagreed
"@PrisonPlanet I say even before journalists, CITIZENS! but now the journalists can put light on the situation, it's all across the U.S.",agreed
@JoeTewell @PrisonPlanet oh yea the malatov cocktails too.,agreed
@AngryBlackLady One in which you've already decided to let them get away with it. He's on paid vaca.,agreed
@AngryBlackLady @GetJETmag @3ChicsPolitico @markos : New Hashtag #FINDDARRENWILSONNOW #Ferguson,agreed
@AngryBlackLady in a valid world like ours. Where criminals are victims...,agreed
@AngryBlackLady @Slopster53 When is the #Ferguson police chief being relieved? He allowed the alleged cop who killed #MikeBrown leave town!,disagreed
"@AngryBlackLady in Egypt, they killed 1000's and still free",disagreed
.@AngryBlackLady @goprapebuster In a world where white cops who murder shoplifting kids are free of responsibility for their actions.,disagreed
@AngryBlackLady @BrookeObie In the U.S.A. world.,agreed
@Idle_Threat @adrienne_72 @AngryBlackLady She has a valid concern.  You offer a grossly exaggerated red herring in order too...?,disagreed
@TheDailyEdge can find him either under a white cone hat or a koch bed!,agreed
@TheDailyEdge probably the best idea,agreed
"@TheDailyEdge What's that they say? ""If he's not guilty, then why did he run?!""",disagreed
"@TheDailyEdge @iRhysTay Remarkably, The Best Literary Novel First/Sentence/Like Tweet Ever ;D",agreed
"(@TheDailyEdge @marstu67 :'Darren Wilson, #FergusonMO. (cop) who shot #MikeBrown reportedly skipped town with his family days ago.'",agreed
@Nerdandertall @OswaldPyke @TheDailyEdge and you're basing your assessment on what? Her statement seems to match other witnesses.,disagreed
@TheDailyEdge @marstu67 :Please take no offense to my analogy. #FergusonShooting is like something from 'Deliverance. http://t.co/OLErSXe5Ql,disagreed
"He went there. “@originalgriz: If we shot everyone in the street for stealing, imagine the carnage on Wall St. #mikebrown #ferguson”",agreed
"@originalgriz 

The halls of congress would be empty too. And every union official would be waiting for a coroner pick up.",agreed
"Does Missouri, St. Louis County &amp; #Ferguson have rules &amp; laws about cops using deadly force? What are they?
@originalgriz @randyprine",disagreed
@originalgriz @randyprine Those thefts are all well clear of the legal limit.,disagreed
@originalgriz @sweetangelface yes but cops only shoot for stealing material things. Not peoples life savings.,agreed
Video manipulation takes time. RT @zellieimani: If there is surveillance of a robbery why release stills and not the video itself? #Ferguson,agreed
@zellieimani they did release the video..up to the journalists to post them  @syndicalisms,agreed
@zellieimani is that even him in the stills?,disagreed
To not telegraph their court case “@zellieimani: If there is surveillance of a robbery why release stills and not video itself? #Ferguson”,disagreed
"@zellieimani @YourAnonCentral Because it shows Brown negatively. The real issue is: Why did a cop shoot and kill an unarmed man, hands up?",agreed
@zellieimani @YourAnonCentral Where is the video from the cellphone taken from one of the witnesses who saw Brown shot and killed?,disagreed
"@zellieimani It doesn't matter. The cop shouldn't have killed him. Also, I'd like to see the damn injuries the wussy cop had.",agreed
@LashawnaTaylor @zellieimani look at the shoes,agreed
"@WSJ This, and their militaristic approach to the problem, does not paint the Fergie PD in a favorable light",agreed
@WSJ This point is irrelevant.  What is important is what happened after the officer contacted the suspect.,disagreed
@WSJ I believe the robbery actually did happen and is not alleged.,disagreed
@WSJ @tabster_1 So he thought he will pick on this black kid because it was a slow day?,agreed
@WSJ How is robbery define by state law? Where are the reports from the shooting? Why no ambulance? #ferguson #foi,agreed
"@WSJ i don't believe that is what he said. He said the stop was initially not about that. Previously, they said he knew of robbery and...",disagreed
@WSJ had a description.,disagreed
@tipofthemitt @WSJ You thought of that all by yourself??? Amazingly Irrelevant!!!,disagreed
@ThiruNagan @WSJ nothing is random where the West is concerned...,disagreed
@NerdyWonka But... There was something leading up to the shooting? Or what?,agreed
@NerdyWonka  Wrong. The violent assault #MikeBrown committed makes it more likely he attacked the cops minutes later.  #Ferguson,disagreed
@NerdyWonka no they did not,disagreed
@NerdyWonka Hmm. That's not what I heard at all.  What's your source and quote?,agreed
@NerdyWonka if he was not a suspect why was #MikeBrown inside the police car in the first place? Or was he ever  near the police car?,agreed
@CNNVideo oh please CNN cut the bullshit😒😒 them dirty ass cops will say anything,agreed
@CNNVideo wheres the money if he robbed the place looks like a soda in that persons hand😴😴😴😴,agreed
Doesn't matter. Cop still murdered him. We won't be distracted. @CNNVideo @Mofochronicles,disagreed
"@CNNVideo @CNN Nothing in that video provides concrete evidence of anything,much less any kind of justification for cops murdering anyone.",disagreed
@CNNVideo where is the robbery? All I see is a confrontation.,disagreed
@kingpin7666 @CNNVideo smh,agreed
@kingpin7666 @CNNVideo you missed the part where he reaches in and takes these cigars? Passes them to his friend and takes some him self.POS,agreed
@BrwnSkinGirly @CNNVideo yeah they faked the video LOL@your racist denial,agreed
"@PublicOffendor @CNNVideo did I say it was fake u , are u stupid or dumb? I said why show it now... 😒",agreed
"@BrwnSkinGirly @CNNVideo even going extreme length to hire an actor that looks like Michael brown! Not saying murder was justified, it's not",agreed
“@usmc1872: @BrwnSkinGirly @CNNVideo what about the FBI”👀,disagreed
@usmc1872 @BrwnSkinGirly @CNNVideo no offense 2 u sir but unless he was reaching 4 a gun then there was no reason for this to happen,disagreed
@Phillippman @BrwnSkinGirly @CNNVideo no offense taken sir and normally I would agree with you but their is more to this story.,disagreed
@BrwnSkinGirly @CNNVideo he robbed swishers supposedly,agreed
“@TheSabber: @BrwnSkinGirly @CNNVideo he robbed swishers supposedly” smh,disagreed
@BrwnSkinGirly @CNNVideo You do realize he didnt get shot because of that robbery? He was shot during protests and riots.,disagreed
@KoszikMeows @CNNVideo then why accuse him of a robbery if thats not why they killed him? Whats the point of bringing it up..,disagreed
"@BrwnSkinGirly So if someone was coming at you and beating the fuck out of you threating your life, you wouldnt shoot them if you could?",disagreed
"@BrwnSkinGirly the cop didnt know he was un armed he could have pulled out a gun and killed him, if he tazed him he could shot the cop.",agreed
@KoszikMeows @CNNVideo to make him look like the bad guy.. Since there is no real reason for why they did it.,disagreed
@Jason__G99 @KoszikMeows @CNNVideo exactly,agreed
"@BrwnSkinGirly @CNNVideo thats not what i was referring to, i was just saying it doesnt have to be money to be a robbery",agreed
"@YourAnonLive Good job, faggots. You IDd the wrong man.",disagreed
"@YourAnonLive @OpFerguson Even if he had robbed a convenience store, that's no excuse for murder.",disagreed
@YourAnonLive @OpFerguson No but it def softens the blow.,disagreed
"@MrsDowns @YourAnonLive  corny, but only TRUE evil wants Us to believe INERT OBJECTS are more valuable than LIFE!  --GBJ #thinkforyourself",disagreed
@MrLewis915 but because of the training that cops receive now is more military in manner they react overly aggressive towards us (non-cop),disagreed
"@DesmondP2100 of course , however please do not try and compare it to hundreds of years of systemic oppression of a whole people",disagreed
It's a strategy to manipulate media and misinform people. @LisaBloom,disagreed
@LisaBloom Lisa is he the confirmed robber?,disagreed
@LisaBloom @southerntalker #Ferguson Chief needs to be removed from his job...I never meant 4 this 2 happen..don't insult our intelligence,agreed
"@LisaBloom Polluting potential jurors by any Chief of LEOs should be an intentional malice reprimand,+ the county DA may be his Advisor",disagreed
@LisaBloom that's what I thought too... http://t.co/SALT2ztcEq,agreed
@LisaBloom did of release the report filed by Wilson?,disagreed
@LisaBloom but mike brown knew about the robbery and DIDN'T know the cop didn't know - that's what makes it POSSIBLY relevant,disagreed
@LisaBloom Did the media ask for the video under FOIA as the Chief of Police said? And why was video released without  commentary in am?,disagreed
"@LisaBloom the chief said this am that cop was at a call for sick person, then got the call for store strong arm robbery",agreed
@leonlohr @LisaBloom But she's very good at instigating and baiting....just like her mother. Smh,disagreed
@leonlohr @LisaBloom Yep!! Splitting image in everything except one has black hair and other blonde....,disagreed
@leonlohr @LisaBloom Shoving a clerk means you'll take on a police officer with a  gun? #SoundLogic #YesThisIsSarcasm #MikeBrown,disagreed
@leonlohr @LisaBloom and who would blame them when those authority figures are gunning surrendering suspects down?,disagreed
"@leonlohr @LisaBloom I rolled through a stop sign once, the cop was shouting at me like I killed someone. I was terrified. They #overreact.",agreed
@TimWiseheart Incorrect. Was on sick person call &amp; then driving came across Brown &amp; friend walking &amp; asked they get off the road @LisaBloom,agreed
@29plussome @LisaBloom seems like theres soo much about this case it gets confusing yet there isnt enough info??,agreed
@TheAnonMessage2 had the same flip flops on.,agreed
@TheAnonMessage2 yes hat and sandals vs no hat and tennis shoes,agreed
.@TheAnonMessage2  yes. They don't match. Flip flops + hat in store. Shoes + no hat in final pic.,agreed
@TheAnonMessage2 http://t.co/nyf2SaMMh8,disagreed
"@TheAnonMessage2 no, because that would require reasoning and then if reasoning is applied, no one can be shot. Shoot now, reason later.",agreed
"@TheAnonMessage2 Did anyone think that, holy balls, he was old enough to know how to change his clothes?",agreed
@Manning_Eli_1 @TheAnonMessage2  I thought the same thing.,agreed
“@clydetheslyde: Currently the #FoxNews website has zero/........as the three wise monkeys commented 'see no evil hear no evil speak no evil,disagreed
"@clydetheslyde Na, it's too many black people for #FoxNews to care",disagreed
"@clydetheslyde My column: AN EXECUTION IN FERGUSON: http://t.co/bh8fgwu3gZ 
#ferguson #michaelbrown #policebrutality",disagreed
@clydetheslyde @moiskd Imagine if Ferguson folks were strutting around with AR's. Think Perry&amp;Hannity would be hunkered down in solidarity?,agreed
@clydetheslyde @Madaza41 I remember the same type of coverage when we invaded Iraq. Boots on the ground?  Cont...,agreed
@clydetheslyde if it's not #Bengazie It's now Michelle Obama gots to loose weight in her butt. #gross,agreed
@my2bits4u @DMeralles @clydetheslyde http://t.co/u8QxZ0Dv60,disagreed
@SacJim2012 @clydetheslyde I know that's right..hoping to god #Someone captured on phone +hasn't came forward -yet..(video/shooting),agreed
"@mechphree @clydetheslyde @mylifeishid FOX HAS BECOME A REPUBLICAN POLITICIANS INFOMERCIAL,&amp; ISN'T REALLY INTERESTED IN REAL NEWS,BOYCOTT !",agreed
@kristinpuhl @OpFerguson attacking an officer is no a misdemeanor ....,disagreed
"@kristinpuhl If you don't think there is clear motive in fighting or fleeing from police after robbery, you are a fucking moron. #Ferguson",disagreed
"@DJJonSTL @OpFerguson Hey look, it's a fucking racist! BLOCK, you son of a bitch.",agreed
".@KeepItRealist This ""fucking moron"" has an IQ of 140 &amp; admission to med school, but you are DEFINITELY a fucking racist. #Ferguson",disagreed
